customer_id,customer_name,email,phone,signup_date_raw,tier,region
CUST00100,Patricia Baker,katiebutler@example.net,9783447364,14-Nov-2025,Bronze,West
CUST00101,Jason Marshall,catherine55@example.net,(962)558-8153x714,10/11/2024,Silver,West
CUST00102,Tony Lin,kwright@example.com,001-953-227-8774,04-Sep-2024,Gold,West
CUST00103,Jim Allen,brandon47@example.net,+1-874-280-1624x5650,2025-08-20,Bronze,West
CUST00104,Juan Jones,rduran@example.net,+1-891-221-6558x52398,2024-08-03,Platinum,Northeast
CUST00105,Gary Wells,ghernandez@example.org,695-926-9495x88879,15-Feb-2026,Bronze,West
CUST00106,Michael Whitney,laura09@example.com,599-230-9728x962,2025-08-22,Bronze,South
CUST00107,Cheryl Alexander,shernandez@example.org,(489)970-2838x57865,04/26/2026,Bronze,West
CUST00108,Hector Ingram,chelsea33@example.com,,2025-08-11,Silver,Northeast
CUST00109,William Evans,janet75@example.com,(284)641-9866x524,28-May-2026,Bronze,Northeast
CUST00110,Thomas Douglas,ilewis@example.com,+1-542-519-9330,2024-08-08,Gold,Midwest
CUST00111,Mitchell Garcia,adampierce@example.org,(877)434-5401x93802,2026-05-12,Silver,Midwest
CUST00112,Russell French,sharonhayden@example.com,9044991547,03/13/2026,Bronze,Northeast
CUST00113,Corey Rodriguez,jessicawong@example.net,(805)749-3296,09/02/2024,Bronze,Northeast
CUST00114,Cathy Taylor,shari04@example.com,774.554.9904,08/15/2024,Bronze,Midwest
CUST00115,Eric Sullivan,hannah45@example.net,932.572.7956,07-Jan-2026,Bronze,South
CUST00116,Linda Cobb,xrice@example.org,001-410-788-3982,2026-03-15,Silver,Northeast
CUST00117,Michael Love,gdavis@example.com,9726867908,12/10/2025,Bronze,South
CUST00118,Robert Reese,,001-910-265-1801,01/26/2025,Bronze,South
CUST00119,Chad May,ybrooks@example.com,(261)282-5128x6823,14-Jun-2026,Bronze,Midwest
CUST00120,Nathan Coleman,pmorrow@example.com,(324)231-0690x331,05/22/2025,Silver,West
CUST00121,Shelby Sanchez,moralesjimmy@example.org,001-502-884-3959x95342,05-Feb-2025,Bronze,Midwest
CUST00122,Travis Hobbs,conniesimmons@example.com,,08/04/2024,Bronze,West
CUST00123,Mason James,heather62@example.com,(428)873-3427x0866,12/25/2024,Bronze,South
CUST00124,Matthew Nielsen,christopher30@example.com,(299)501-3983x7354,05/15/2026,Bronze,South
CUST00125,Autumn Key,srocha@example.net,001-636-738-5467x854,2025-07-09,Bronze,West
CUST00126,Brett Zavala MD,robin55@example.com,8936204899,20-Oct-2024,Bronze,West
CUST00127,James Whitaker,rpierce@example.com,,01/04/2025,Bronze,Midwest
CUST00128,Tracy May,umurray@example.com,(328)272-8080,01/09/2026,Silver,South
CUST00129,Ryan Hall,albertwagner@example.com,8992770088,07/13/2024,Bronze,West
CUST00130,Kimberly Mitchell,ldrake@example.org,682-833-9845,2024-08-27,Silver,South
CUST00131,Judy Sanchez,kevinclayton@example.org,+1-801-766-6870x0217,17-Aug-2025,Bronze,Midwest
CUST00132,Anna Rice,hallrachel@example.net,001-474-701-4890,12-Jul-2024,Platinum,South
CUST00133,Charles Hoover,thickman@example.org,001-739-268-5621,09/10/2024,Bronze,Midwest
CUST00134,Billy Jacobs,unovak@example.org,+1-647-573-5866x2961,2025-12-02,Bronze,Northeast
CUST00135,Christian Dawson,jodistewart@example.org,404-875-4121,2025-05-24,Silver,West
CUST00136,Jennifer Johnson,angela99@example.com,,03/22/2026,Bronze,West
CUST00137,Jason Maxwell,ashleyjackson@example.com,(824)644-7212,05/03/2025,Gold,West
CUST00138,Mr. David Wright,mwheeler@example.com,,09/16/2024,Bronze,Northeast
CUST00139,Travis Cook,vbrock@example.com,969-524-5937x52654,02/23/2025,Bronze,Midwest
CUST00140,Richard Diaz,brittanygardner@example.net,001-480-873-7416x72434,27-Jan-2026,Silver,Midwest
CUST00141,William Mendoza,sferguson@example.com,+1-405-289-1135,08/15/2025,Bronze,West
CUST00142,Maria Rasmussen,tammy61@example.org,943-788-8993,12-Apr-2025,Platinum,Northeast
CUST00143,Leah Mason,whitney71@example.com,(911)925-4573x87571,2025-02-18,Bronze,Northeast
CUST00144,Robert Wilson,deborah23@example.net,(482)458-6736,2025-10-10,Bronze,West
CUST00145,Allen Mendez,shannonjordan@example.org,001-933-341-9182x553,01/08/2025,Bronze,South
CUST00146,Kelsey Fowler,lcarr@example.org,(557)692-4991x251,09/24/2024,Bronze,Midwest
CUST00147,Charles Price,baileyhenderson@example.com,+1-782-282-7422x5790,19-Jun-2025,Silver,Midwest
CUST00148,James Hoffman,fortiz@example.com,001-677-421-9034x043,21-Jan-2026,Bronze,South
CUST00149,Patricia Simpson,armstrongjoseph@example.net,,2026-02-21,Silver,South
CUST00150,Rodney Williams,bpayne@example.org,001-734-807-4517x1339,10/30/2024,Silver,South
CUST00151,Daniel Clark,hudsonamanda@example.net,+1-425-844-9481,2026-05-01,Silver,West
CUST00152,Sharon Martinez DVM,dustinmorris@example.org,001-767-929-4667x11684,2026-05-24,Bronze,Northeast
CUST00153,Aaron Schroeder,simonstephen@example.net,001-751-486-3637x454,08/17/2025,Silver,Midwest
CUST00154,Mr. Michael Williams,simsmary@example.org,427-670-6324,09/07/2024,Bronze,West
CUST00155,Bradley Beck,brettgarrett@example.net,001-936-211-0371x293,2024-07-06,Bronze,West
CUST00156,Bryan Dalton,timperez@example.org,001-211-455-4262x2189,2025-05-17,Bronze,West
CUST00157,Lori Hernandez,cjensen@example.org,412-519-6565,18-Jan-2025,Bronze,Northeast
CUST00158,Juan Greene,kimberly04@example.org,398.236.4037x61379,06/20/2026,Gold,Northeast
CUST00159,Bonnie Valencia,rdiaz@example.org,001-871-809-1043x00684,11/24/2025,Bronze,South
CUST00160,Joshua Jensen,christopher18@example.org,(285)569-1463,09/01/2024,Silver,Midwest
CUST00161,Jesse Lynch,elizabeth21@example.org,,11/29/2025,Bronze,West
CUST00162,Carla Benton,gary24@example.net,305-964-8149,28-May-2025,Silver,Midwest
CUST00163,Jonathan Bradley,eric19@example.net,,12/09/2025,Bronze,Northeast
CUST00164,Jordan Williams,sanchezthomas@example.com,,2026-05-02,Bronze,South
CUST00165,Tyler Johnson,pwalker@example.com,001-854-319-5180x2380,04/01/2026,Platinum,Midwest
CUST00166,Patricia Collins,tranalan@example.org,,2025-01-29,Gold,Midwest
CUST00167,Nancy Sanchez,brittany73@example.net,+1-232-706-0385,07/02/2024,Bronze,South
CUST00168,Sarah Acosta,harristonya@example.com,302.441.0386x5719,10/08/2025,Gold,West
CUST00169,Kevin Brown,joelgreen@example.com,(455)974-3132x9121,06/05/2025,Bronze,West
CUST00170,Joshua Oconnell,shannonford@example.org,524-790-3521,2025-04-15,Platinum,Midwest
CUST00171,Edwin Wilkins,anthonysullivan@example.com,+1-283-517-1210,10/04/2024,Bronze,West
CUST00172,Jacqueline Mccoy,aguilarjonathan@example.org,9132721510,10/31/2024,Platinum,Midwest
CUST00173,Samantha Foster,reyesronald@example.com,,04-Dec-2024,Platinum,South
CUST00174,Douglas Stephenson,mendezchristina@example.net,576-287-0146x2638,06/22/2026,Bronze,West
CUST00175,Heather Stephens,,,19-Jun-2025,Platinum,Northeast
CUST00176,Kathryn Price,anthonyharper@example.org,001-240-578-5932x13348,08/24/2025,Silver,West
CUST00177,Mrs. Taylor Frey,gregorywatkins@example.net,001-659-405-9929x378,23-Jun-2025,Gold,West
CUST00178,David Robinson,nsmith@example.org,(352)750-0292,06/01/2026,Gold,Northeast
CUST00179,Tom Foster,rogersmarcus@example.org,001-667-452-8953x9264,07-Nov-2024,Gold,Midwest
CUST00180,Michael Berry,whitelucas@example.net,791.472.5135,2025-10-07,Silver,Northeast
CUST00181,Samantha Santiago,sean43@example.org,001-915-841-0067x626,2025-03-14,Bronze,Northeast
CUST00182,Ronald Kramer,franciscojones@example.org,705-941-1526x2181,2025-11-26,Bronze,West
CUST00183,Matthew Lawson,gmoore@example.com,336.288.4443,2025-04-13,Bronze,West
CUST00184,Katherine Brown,pattersonkelly@example.net,+1-897-931-0324x1714,22-Jun-2025,Bronze,West
CUST00185,Anna Stephens,nathanjames@example.org,304.777.4349x021,10-Feb-2026,Bronze,West
CUST00186,Peter Perez,randallloretta@example.com,+1-479-337-4160,2026-05-24,Bronze,South
CUST00187,Travis Jackson,lindseymartinez@example.com,863-829-4511,08/07/2025,Silver,West
CUST00188,Kelly Stark,buchanancindy@example.net,(716)822-9991x19148,01/09/2025,Gold,Northeast
CUST00189,Laura Kennedy,joshuathomas@example.net,+1-660-965-3074x50544,18-Mar-2026,Bronze,South
CUST00190,Valerie Perez,,775-246-9137x3678,07/11/2025,Bronze,Northeast
CUST00191,Eric Hunter,kimberlywarren@example.net,7235303070,01/16/2025,Silver,Midwest
CUST00192,Kathy Reid,maldonadojohn@example.com,+1-272-879-8552x414,06-Aug-2024,Bronze,South
CUST00193,Penny Lewis,deborahbyrd@example.com,+1-668-600-7229x0349,05-May-2025,Silver,Midwest
CUST00194,Gregory King,hturner@example.net,(391)708-5899x4417,21-Jun-2026,Bronze,West
CUST00195,Shannon Green,,001-943-628-3096x520,2025-01-06,Bronze,South
CUST00196,James Johnson,matthewreeves@example.net,+1-375-984-2824,2024-10-02,Bronze,South
CUST00197,Robert Hines,staceylam@example.net,635-934-6554,2026-03-13,Bronze,West
CUST00198,Sean Silva,kennedyjames@example.org,+1-768-446-0223x56972,01/19/2026,Gold,West
CUST00199,Mr. Christopher Walters,hayesjason@example.org,,2025-08-25,Gold,West
CUST00200,Richard Chan,christinaschultz@example.com,(576)500-8350x58300,11/18/2025,Bronze,West
CUST00201,Carl Reyes,,001-742-810-4478,04/09/2026,Bronze,South
CUST00202,Grace Valenzuela MD,frederickmeadows@example.com,3337230982,12/01/2025,Bronze,Midwest
CUST00203,Jaime Bowman,wheelerbrandon@example.org,+1-200-616-7618x4723,03-May-2025,Bronze,Midwest
CUST00204,Joseph Dean,robertroach@example.net,001-791-841-1739x3483,02/01/2025,Gold,South
CUST00205,Jon Clark,arivera@example.org,,2025-11-02,Gold,South
CUST00206,Sara Caldwell,stacychan@example.org,,2025-12-10,Gold,Midwest
CUST00207,David Hall,joseph01@example.org,4454561100,25-Feb-2025,Silver,West
CUST00208,Tina Adams,watsonmatthew@example.org,(867)946-7621x2021,02/05/2026,Silver,West
CUST00209,Catherine James,cheryl27@example.com,567-701-4508,07/14/2025,Bronze,South
CUST00210,Lisa Reynolds,timothyalvarado@example.net,(728)590-0287x7217,2025-02-27,Gold,Northeast
CUST00211,Jonathon Pierce,ppowell@example.org,879.871.7751x701,27-Jul-2024,Bronze,West
CUST00212,Samantha Conner,pamela83@example.net,+1-375-350-3758x99757,01/05/2026,Bronze,Midwest
CUST00213,Glenn Gallegos,amy51@example.org,(372)861-4933,2024-12-05,Bronze,South
CUST00214,Cheryl Morgan,owilliams@example.net,,03-Sep-2025,Bronze,Midwest
CUST00215,Joanna Barrett,tamarasmith@example.net,4863978292,2025-04-09,Bronze,Midwest
CUST00216,Sonya Gordon,mbarnes@example.net,001-734-565-4722x69848,11/24/2024,Gold,Midwest
CUST00217,Donna Reed,tinasantos@example.org,385.215.8799x68460,2025-04-04,Bronze,Northeast
CUST00218,Anthony Adams,tonyavega@example.org,5438805719,2024-12-21,Silver,Northeast
CUST00219,Rebecca Roberts,housepaul@example.net,,13-Feb-2025,Bronze,Northeast
CUST00220,Alexandria King,ogreer@example.net,001-459-389-3347x212,04/01/2025,Silver,Northeast
CUST00221,Justin Anderson,adam72@example.org,(759)309-4798,23-Jan-2026,Bronze,South
CUST00222,Daniel White,hartmanerik@example.net,+1-661-553-3555,2026-05-24,Platinum,West
CUST00223,Karen Hoffman,wilsonmichael@example.org,,21-Apr-2026,Gold,Northeast
CUST00224,Lisa Haley,patrick16@example.com,+1-240-685-8877,2026-04-16,Bronze,South
CUST00225,Jose Vaughan,teresaayala@example.net,3134361386,18-Jul-2024,Bronze,South
CUST00226,Amanda Jones,lauragrant@example.net,846.367.6650,2025-07-25,Silver,Northeast
CUST00227,Lisa Avila,haynescharles@example.net,244-991-4766,22-Oct-2024,Silver,Midwest
CUST00228,Paul Robles,susan24@example.net,001-350-688-2100x9968,12/01/2024,Bronze,West
CUST00229,Molly Lewis,eugenewalker@example.com,612.390.8781,12/30/2024,Bronze,South
CUST00230,Kevin Lynn,david31@example.com,+1-713-757-7594x929,05/30/2026,Bronze,Northeast
CUST00231,Erik Floyd,xhill@example.org,,08-Nov-2025,Bronze,Midwest
CUST00232,John Griffin,tony12@example.net,+1-814-528-3411x080,22-Apr-2026,Silver,Northeast
CUST00233,Kimberly Lutz,jvaldez@example.com,(539)442-7881x6580,01/04/2026,Gold,Northeast
CUST00234,Christopher Knight,jillwebb@example.com,5377314530,04/09/2025,Bronze,Midwest
CUST00235,Sierra Williams,dakota84@example.net,898-592-6659x184,2025-07-12,Bronze,South
CUST00236,Sean Tucker,aeaton@example.net,(472)431-8432,2025-03-22,Gold,Northeast
CUST00237,Bailey Hall,jennifer77@example.com,492.460.3029,02-Oct-2025,Bronze,Midwest
CUST00238,Kenneth Brown,sandra86@example.net,001-404-513-7977,02/26/2026,Bronze,Midwest
CUST00239,Rebecca Hoover,cindydixon@example.org,001-857-499-1366x2103,09/15/2025,Bronze,Northeast
CUST00240,Steven Greene,davisdonna@example.net,+1-506-986-5086,01/27/2026,Bronze,South
CUST00241,Kevin Figueroa,colemanjonathan@example.org,349-286-4300,03/31/2025,Silver,Northeast
CUST00242,Robert Ortiz,mooredenise@example.com,986-495-9463x688,27-Mar-2025,Bronze,Northeast
CUST00243,Dawn Parker,kim62@example.net,237-421-3865,04/10/2025,Silver,West
CUST00244,Regina Morrow,bfrost@example.org,643-251-9066,2026-05-21,Bronze,Northeast
CUST00245,Margaret Gonzales,melissagalvan@example.net,430-398-8392x0530,06/27/2026,Silver,South
CUST00246,Heather Foster,,001-738-701-1848,03-Jun-2026,Bronze,Midwest
CUST00247,Larry Lee,qandrews@example.org,(981)881-8451x84894,2025-08-15,Silver,South
CUST00248,Nina Ali,lmaldonado@example.org,,17-Jun-2025,Bronze,Midwest
CUST00249,James Kramer,ericahall@example.com,(958)780-4341x65182,15-Mar-2025,Silver,South
CUST00250,Debra Valentine,victorgonzalez@example.net,343.333.3952,2026-05-02,Bronze,West
CUST00251,Mary Austin,charlesnathan@example.com,894.972.8463x9208,17-May-2026,Bronze,West
CUST00252,Gregory Dalton,stephenmartinez@example.net,450.603.6915x594,2024-12-20,Bronze,South
CUST00253,Louis Diaz,acoleman@example.net,001-855-864-7292x93143,11/20/2024,Gold,South
CUST00254,Nancy Kennedy,thompsonvictor@example.net,685.974.4890x61203,2026-03-04,Bronze,West
CUST00255,Patrick Green,ann45@example.org,(915)393-9982x45587,04/04/2025,Silver,Midwest
CUST00256,Mark Thomas,daniellemcfarland@example.com,+1-899-661-1253x5544,09-Apr-2026,Silver,Midwest
CUST00257,Teresa Adkins,lgutierrez@example.org,(334)913-2611,04-Aug-2025,Platinum,Midwest
CUST00258,James Hubbard,garciachristine@example.org,,2025-10-21,Bronze,Midwest
CUST00259,Ellen Wright,scott22@example.net,(900)455-7784,2026-06-07,Platinum,West
CUST00260,Cassandra Harper,omills@example.net,257-283-1745x6424,17-Jul-2025,Bronze,South
CUST00261,Brandy Mitchell,wattstravis@example.com,806-549-3085x3686,2024-10-28,Bronze,West
CUST00262,Jean Gray,christian38@example.net,001-944-984-6312x241,01/15/2025,Silver,South
CUST00263,Chelsea Smith,bookerandrew@example.org,642-970-3120x7356,06/28/2026,Bronze,South
CUST00264,Rick Rivera,brianrowe@example.org,,2025-07-31,Silver,West
CUST00265,Steven Wright,hclayton@example.net,567.930.3718,10-Apr-2025,Gold,West
CUST00266,Taylor Moore,garnerandrea@example.org,474-635-0313x650,2025-08-31,Bronze,West
CUST00267,David Novak,jbarker@example.com,001-413-927-1950x05281,12/17/2024,Bronze,South
CUST00268,Dr. Nicole Trujillo,bquinn@example.net,,02-Apr-2025,Bronze,Midwest
CUST00269,Danielle Williams,ihansen@example.net,439.928.5574x9821,01-Feb-2025,Silver,Midwest
CUST00270,Jacob Smith,bgross@example.net,(693)751-8638x782,04/25/2025,Bronze,South
CUST00271,Brent Hopkins,conleydavid@example.org,,25-Nov-2024,Silver,Northeast
CUST00272,Mr. Kenneth Huff,sfox@example.net,705-839-1037x170,02/20/2026,Bronze,Midwest
CUST00273,Amy Jensen,navarromary@example.org,581.413.8633,2025-08-12,Gold,South
CUST00274,Nichole Miranda,emily61@example.org,(786)785-2897,08/06/2025,Bronze,Northeast
CUST00275,Sarah Gutierrez DDS,charlene98@example.org,(484)657-7600x4908,07/05/2024,Gold,Northeast
CUST00276,Mrs. Emily Ingram,samantha88@example.net,001-721-507-5224,12/17/2024,Bronze,South
CUST00277,Anna Ross,jessicacummings@example.com,(379)219-4096,05/04/2026,Bronze,Midwest
CUST00278,Shawn Hamilton,kanejeremy@example.net,+1-506-404-8058x925,2024-08-06,Silver,Northeast
CUST00279,Jenna Griffin,walkerkeith@example.com,(625)317-9086,17-Apr-2025,Bronze,West
CUST00280,Michael Gill,fhansen@example.com,+1-393-389-8331x4659,02-Nov-2025,Silver,Midwest
CUST00281,Gregory Flores,carrillogary@example.com,,09/23/2025,Silver,Midwest
CUST00282,Jessica Thomas MD,jamesbrooks@example.net,310-639-2405,25-May-2025,Silver,Midwest
CUST00283,Daniel Medina,amychristensen@example.net,692.206.9804x2043,06/04/2025,Gold,Midwest
CUST00284,Andrea Guerrero,michelle04@example.net,(936)281-5798x1238,07/29/2024,Bronze,South
CUST00285,Elizabeth Burns,andrewsutton@example.com,+1-743-884-0460x8432,10/22/2025,Platinum,Midwest
CUST00286,James Yu,robertberry@example.com,,06/08/2026,Bronze,West
CUST00287,Erin Daniels,denisecarpenter@example.net,724.382.6292,2025-08-11,Silver,Northeast
CUST00288,Bailey Stewart,jessicacannon@example.com,(547)542-3122x09949,12/16/2024,Bronze,Midwest
CUST00289,Bobby Chan,waynejacobs@example.net,,2025-10-17,Gold,South
CUST00290,James Wells,jamesjohnson@example.org,563-833-1279x757,04/22/2025,Silver,Midwest
CUST00291,Nicolas James,phillip99@example.net,,2025-07-18,Bronze,Northeast
CUST00292,Rachel Meyer,cbryant@example.org,986.408.6803x47644,2025-05-04,Bronze,South
CUST00293,Amy Black,stevenlucas@example.org,001-981-529-8266x5702,2026-04-05,Silver,West
